0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.504926	0.007576	0.000000	0.505556	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.833333	1.000000	0.000000	0.425532	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.034091	0.000000	0.050000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.857143	0.000000	0.000000	0.166667	1.000000	0.000000	0.255319	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.027094	0.136364	0.000000	0.033333	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.666667	0.333333	0.000000	0.400000	0.200000	0.000000	0.428571	0.000000	0.000000	0.666667	1.000000	0.000000	0.531915	1.000000	0.000000	
0.000000	0.076856	0.122807	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.439288	0.003788	0.000000	0.346784	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.048246	0.000000	0.000000	0.000000	0.000000	0.000000	0.013158	0.035088	0.057018	0.058480	0.035088	0.023392	0.074561	0.038596	0.042105	0.000000	0.060150	0.000000	0.000000	0.362573	1.000000	0.000000	0.737962	0.000000	1.000000	
0.000000	0.301339	0.400000	1.000000	0.000000	0.066667	0.933333	1.000000	1.000000	0.000000	0.000000	0.178489	0.100505	0.585185	0.289074	0.409804	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.600000	0.333333	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.066667	0.050000	0.022222	0.066667	0.022222	0.066667	0.120000	0.026667	0.000000	0.057143	0.000000	0.000000	0.466667	1.000000	1.000000	0.512057	0.000000	1.000000	
0.000000	0.033753	0.060000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.073596	0.110455	0.000000	0.100000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.140000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030000	0.140000	0.220000	0.106667	0.386667	0.066667	0.140000	0.336000	0.072000	0.000000	0.262857	0.000000	0.000000	0.266667	0.920000	0.000000	0.294468	0.000000	1.000000	
0.000000	0.067197	0.160714	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.092892	0.109848	0.000000	0.161012	0.000000	0.964286	0.035714	0.000000	0.964286	0.035714	0.000000	0.000000	0.392857	0.000000	0.000000	0.000000	0.000000	0.000000	0.026786	0.089286	0.526786	0.083333	0.095238	0.869048	0.151786	0.142857	0.742857	0.000000	0.596939	0.000000	0.000000	0.470238	1.000000	0.000000	0.367781	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.014778	0.363636	0.000000	0.019444	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	0.000000	0.000000	1.000000	0.000000	0.000000	0.600000	0.000000	0.428571	0.000000	0.000000	0.166667	1.000000	0.000000	0.404255	1.000000	0.000000	
0.000000	0.013287	0.066667	1.000000	0.000000	1.000000	-0.000000	1.000000	0.000000	0.933333	0.066667	0.053202	0.207071	0.000000	0.143333	0.000000	-0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066667	0.533333	0.483333	0.511111	0.577778	0.111111	0.533333	0.653333	0.146667	0.000000	0.580952	0.000000	0.000000	0.244444	1.000000	0.000000	0.268085	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.086207	0.000000	0.000000	0.300000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.500000	1.000000	0.000000	0.404255	1.000000	0.000000	
